Produto,Categoria,Data da venda,Loja,Cidade,Quantidade,Valor da venda
Smartphone,Eletrônicos,2023-01-11,Loja Centro,Rio de Janeiro,2,3581.31
Mesa Escritório,Móveis,2023-04-02,Loja Petrópolis,Petrópolis,1,4380.92
Smartwatch,Eletrônicos,2025-08-12,Loja Centro,Rio de Janeiro,5,17634.3
HD Externo,Armazenamento,2023-07-13,Loja Norte,Rio de Janeiro,2,4008.4
Mouse,Acessórios,2024-09-30,Loja Barra,Rio de Janeiro,3,13388.11
Mesa Escritório,Móveis,2024-11-25,Loja Norte,Rio de Janeiro,4,4053.46
Impressora,Periféricos,2024-06-17,Loja Centro,Rio de Janeiro,3,3812.27
Webcam,Periféricos,2025-01-31,Loja Barra,Rio de Janeiro,3,11089.35
Smartwatch,Eletrônicos,2025-10-18,Loja Teresópolis,Teresópolis,1,2827.54
Smartwatch,Eletrônicos,2023-07-03,Loja Teresópolis,Teresópolis,4,2788.39
Mesa Escritório,Móveis,2025-12-28,Loja Petrópolis,Petrópolis,5,1988.37
Webcam,Periféricos,2025-02-21,Loja Petrópolis,Petrópolis,4,12008.43
Impressora,Periféricos,2025-10-03,Loja Nova Iguaçu,Nova Iguaçu,3,10525.06
Headset,Acessórios,2023-07-30,Loja Duque,Duque de Caxias,1,732.6
Mesa Escritório,Móveis,2024-09-30,Loja Sul,Rio de Janeiro,3,14237.54
Tablet,Eletrônicos,2024-08-01,Loja Duque,Duque de Caxias,3,14905.49
Tablet,Eletrônicos,2024-11-28,Loja Barra,Rio de Janeiro,5,21959.68
Cadeira Gamer,Móveis,2024-05-14,Loja Duque,Duque de Caxias,5,23298.85
Mesa Escritório,Móveis,2025-12-09,Loja Duque,Duque de Caxias,4,18156.08
Smartwatch,Eletrônicos,2023-02-22,Loja Sul,Rio de Janeiro,2,8440.33
Pendrive,Armazenamento,2023-04-07,Loja Petrópolis,Petrópolis,3,7415.96
Notebook,Eletrônicos,2024-12-23,Loja Duque,Duque de Caxias,5,10595.46
Smartwatch,Eletrônicos,2023-11-29,Loja São Gonçalo,São Gonçalo,4,5493.13
HD Externo,Armazenamento,2024-07-17,Loja Barra,Rio de Janeiro,5,17881.75
Smartphone,Eletrônicos,2025-11-30,Loja Duque,Duque de Caxias,1,249.38
Notebook,Eletrônicos,2023-12-01,Loja São Gonçalo,São Gonçalo,1,164.27
Roteador,Redes,2024-11-06,Loja Centro,Rio de Janeiro,1,4688.87
Mouse,Acessórios,2023-12-17,Loja Norte,Rio de Janeiro,1,1396.23
Roteador,Redes,2023-12-23,Loja São Gonçalo,São Gonçalo,2,2291.96
Mouse,Acessórios,2024-05-17,Loja Niterói,Niterói,2,5370.24
Mouse,Acessórios,2023-03-24,Loja Barra,Rio de Janeiro,2,550.95
HD Externo,Armazenamento,2023-10-17,Loja Barra,Rio de Janeiro,4,11046.67
Impressora,Periféricos,2024-11-16,Loja Sul,Rio de Janeiro,1,1935.38
Monitor,Eletrônicos,2024-01-08,Loja Barra,Rio de Janeiro,3,8466.06
Smartwatch,Eletrônicos,2023-04-14,Loja Duque,Duque de Caxias,1,4766.38
Cadeira Gamer,Móveis,2025-02-21,Loja Sul,Rio de Janeiro,3,14376.03
HD Externo,Armazenamento,2025-12-28,Loja Nova Iguaçu,Nova Iguaçu,3,14841.6
HD Externo,Armazenamento,2024-06-01,Loja Barra,Rio de Janeiro,1,4848.12
Headset,Acessórios,2024-01-22,Loja Sul,Rio de Janeiro,4,5987.35
Notebook,Eletrônicos,2025-08-20,Loja Teresópolis,Teresópolis,5,10729.77
Smartwatch,Eletrônicos,2025-04-04,Loja Nova Iguaçu,Nova Iguaçu,5,11122.76
Teclado,Acessórios,2023-11-03,Loja Niterói,Niterói,5,15947.14
Mouse,Acessórios,2024-11-28,Loja Niterói,Niterói,1,3889.49
Webcam,Periféricos,2024-03-01,Loja Sul,Rio de Janeiro,4,9050.33
Mesa Escritório,Móveis,2025-04-03,Loja Teresópolis,Teresópolis,2,7882.4
Monitor,Eletrônicos,2025-09-14,Loja Duque,Duque de Caxias,1,1062.05
HD Externo,Armazenamento,2025-12-14,Loja Niterói,Niterói,1,2372.95
Smartwatch,Eletrônicos,2023-01-22,Loja Sul,Rio de Janeiro,1,160.39
Teclado,Acessórios,2023-07-26,Loja Norte,Rio de Janeiro,5,23590.46
Roteador,Redes,2024-12-08,Loja Norte,Rio de Janeiro,1,405.78
Impressora,Periféricos,2025-05-13,Loja Sul,Rio de Janeiro,2,3358.05
Monitor,Eletrônicos,2025-12-10,Loja Centro,Rio de Janeiro,2,8448.99
Webcam,Periféricos,2024-05-17,Loja Duque,Duque de Caxias,4,13930.64
Mesa Escritório,Móveis,2023-09-01,Loja Teresópolis,Teresópolis,5,15105.41
Monitor,Eletrônicos,2023-08-27,Loja Petrópolis,Petrópolis,3,3111.69
Teclado,Acessórios,2023-09-03,Loja Niterói,Niterói,2,6745.9
Webcam,Periféricos,2024-01-02,Loja Sul,Rio de Janeiro,2,2905.64
Cadeira Gamer,Móveis,2024-03-21,Loja Teresópolis,Teresópolis,4,7162.37
Teclado,Acessórios,2025-06-22,Loja Niterói,Niterói,1,983.93
Pendrive,Armazenamento,2025-01-26,Loja Barra,Rio de Janeiro,3,11787.03
Webcam,Periféricos,2023-12-06,Loja Norte,Rio de Janeiro,4,7914.6
HD Externo,Armazenamento,2025-04-29,Loja Centro,Rio de Janeiro,5,22907.96
Tablet,Eletrônicos,2025-09-11,Loja Nova Iguaçu,Nova Iguaçu,5,864.03
Monitor,Eletrônicos,2024-11-04,Loja Niterói,Niterói,5,20912.83
Roteador,Redes,2023-06-25,Loja Centro,Rio de Janeiro,5,10828.71
HD Externo,Armazenamento,2023-11-02,Loja Sul,Rio de Janeiro,2,7671.99
Monitor,Eletrônicos,2025-12-14,Loja Nova Iguaçu,Nova Iguaçu,2,7056.01
Headset,Acessórios,2025-03-07,Loja São Gonçalo,São Gonçalo,2,3053.97
Notebook,Eletrônicos,2023-10-28,Loja Duque,Duque de Caxias,3,611.76
Mouse,Acessórios,2024-04-27,Loja São Gonçalo,São Gonçalo,3,7604.89
Cadeira Gamer,Móveis,2025-09-14,Loja Sul,Rio de Janeiro,3,3538.44
Monitor,Eletrônicos,2025-09-13,Loja Niterói,Niterói,1,4856.33
Cadeira Gamer,Móveis,2025-01-29,Loja Niterói,Niterói,5,865.68
Tablet,Eletrônicos,2025-06-22,Loja Petrópolis,Petrópolis,5,1092.6
Webcam,Periféricos,2023-10-02,Loja Centro,Rio de Janeiro,4,6895.24
HD Externo,Armazenamento,2025-12-03,Loja Barra,Rio de Janeiro,3,4959.19
Mouse,Acessórios,2023-02-08,Loja São Gonçalo,São Gonçalo,5,2476.69
Smartwatch,Eletrônicos,2024-01-03,Loja Duque,Duque de Caxias,3,4605.45
Impressora,Periféricos,2023-07-26,Loja Sul,Rio de Janeiro,4,16371.56
HD Externo,Armazenamento,2025-03-29,Loja Norte,Rio de Janeiro,4,17873.5
Roteador,Redes,2023-10-15,Loja Nova Iguaçu,Nova Iguaçu,2,628.8
Teclado,Acessórios,2023-02-19,Loja Norte,Rio de Janeiro,4,14200.99
Monitor,Eletrônicos,2023-08-01,Loja Niterói,Niterói,2,5582.93
Tablet,Eletrônicos,2025-05-30,Loja Norte,Rio de Janeiro,1,2080.31
Smartphone,Eletrônicos,2023-11-30,Loja Barra,Rio de Janeiro,4,11059.97
Smartphone,Eletrônicos,2024-08-23,Loja Sul,Rio de Janeiro,2,9455.56
Smartwatch,Eletrônicos,2024-08-21,Loja Niterói,Niterói,5,11755.56
Mesa Escritório,Móveis,2023-12-27,Loja Nova Iguaçu,Nova Iguaçu,2,7339.02
Teclado,Acessórios,2025-04-13,Loja Niterói,Niterói,1,2916.41
Roteador,Redes,2023-08-21,Loja Niterói,Niterói,2,3205.98
Impressora,Periféricos,2024-12-18,Loja Sul,Rio de Janeiro,3,4039.65
Roteador,Redes,2023-11-13,Loja Barra,Rio de Janeiro,1,865.12
Smartphone,Eletrônicos,2023-01-18,Loja Teresópolis,Teresópolis,3,6142.31
Mesa Escritório,Móveis,2023-12-26,Loja Teresópolis,Teresópolis,4,7784.7
Smartwatch,Eletrônicos,2024-10-02,Loja Barra,Rio de Janeiro,3,14202.69
HD Externo,Armazenamento,2024-11-07,Loja Petrópolis,Petrópolis,1,967.08
Teclado,Acessórios,2023-04-01,Loja Sul,Rio de Janeiro,4,2841.09
Pendrive,Armazenamento,2024-09-14,Loja Duque,Duque de Caxias,2,7714.95
Smartphone,Eletrônicos,2025-02-28,Loja Barra,Rio de Janeiro,3,3774.8
Pendrive,Armazenamento,2023-08-29,Loja São Gonçalo,São Gonçalo,2,2267.9
Monitor,Eletrônicos,2023-10-25,Loja Teresópolis,Teresópolis,5,10968.59
Smartwatch,Eletrônicos,2023-02-18,Loja Barra,Rio de Janeiro,3,7084.47
Teclado,Acessórios,2025-12-03,Loja Norte,Rio de Janeiro,2,4311.77
Notebook,Eletrônicos,2025-02-28,Loja Teresópolis,Teresópolis,3,10911.86
Notebook,Eletrônicos,2025-02-04,Loja Nova Iguaçu,Nova Iguaçu,2,208.54
Smartwatch,Eletrônicos,2023-04-05,Loja Teresópolis,Teresópolis,5,15398.96
Monitor,Eletrônicos,2025-01-25,Loja Duque,Duque de Caxias,2,6911.04
Teclado,Acessórios,2023-10-22,Loja Nova Iguaçu,Nova Iguaçu,2,8364.55
Tablet,Eletrônicos,2023-02-06,Loja Barra,Rio de Janeiro,2,1999.58
HD Externo,Armazenamento,2025-09-06,Loja Petrópolis,Petrópolis,2,1284.34
Teclado,Acessórios,2023-03-19,Loja São Gonçalo,São Gonçalo,1,3393.51
Roteador,Redes,2023-09-20,Loja Nova Iguaçu,Nova Iguaçu,1,1909.74
Mesa Escritório,Móveis,2023-09-16,Loja Niterói,Niterói,5,6687.87
HD Externo,Armazenamento,2023-09-19,Loja Barra,Rio de Janeiro,2,888.2
Webcam,Periféricos,2023-11-20,Loja Centro,Rio de Janeiro,5,12013.5
Smartwatch,Eletrônicos,2024-12-27,Loja Barra,Rio de Janeiro,5,11743.97
Cadeira Gamer,Móveis,2024-03-23,Loja Centro,Rio de Janeiro,2,3389.56
Monitor,Eletrônicos,2024-12-31,Loja Niterói,Niterói,3,4595.3
Impressora,Periféricos,2023-07-28,Loja Sul,Rio de Janeiro,3,13456.02
Cadeira Gamer,Móveis,2024-03-09,Loja Nova Iguaçu,Nova Iguaçu,5,6865.55
Impressora,Periféricos,2024-01-28,Loja Duque,Duque de Caxias,5,10911.34
HD Externo,Armazenamento,2023-07-11,Loja Barra,Rio de Janeiro,4,4764.9
Smartwatch,Eletrônicos,2023-03-18,Loja Norte,Rio de Janeiro,1,1226.61
Smartwatch,Eletrônicos,2024-06-27,Loja Petrópolis,Petrópolis,1,1432.62
Pendrive,Armazenamento,2023-04-27,Loja Centro,Rio de Janeiro,5,17237.71
Monitor,Eletrônicos,2023-04-26,Loja Teresópolis,Teresópolis,3,2443.06
Cadeira Gamer,Móveis,2024-01-07,Loja Teresópolis,Teresópolis,5,24702.83
Smartwatch,Eletrônicos,2025-11-02,Loja São Gonçalo,São Gonçalo,4,2480.25
Teclado,Acessórios,2023-11-27,Loja Niterói,Niterói,4,8174.1
Teclado,Acessórios,2023-08-10,Loja Teresópolis,Teresópolis,5,23595.05
Mesa Escritório,Móveis,2023-05-31,Loja Niterói,Niterói,1,2107.73
Tablet,Eletrônicos,2023-11-28,Loja Teresópolis,Teresópolis,5,12370.21
Smartphone,Eletrônicos,2025-06-15,Loja São Gonçalo,São Gonçalo,1,4428.26
Smartwatch,Eletrônicos,2023-10-30,Loja Barra,Rio de Janeiro,2,8845.35
Notebook,Eletrônicos,2025-09-27,Loja Teresópolis,Teresópolis,3,5128.06
Tablet,Eletrônicos,2025-10-22,Loja Duque,Duque de Caxias,2,8562.72
Headset,Acessórios,2024-01-15,Loja Barra,Rio de Janeiro,3,5728.38
Teclado,Acessórios,2024-02-25,Loja Duque,Duque de Caxias,1,2045.99
Impressora,Periféricos,2024-12-05,Loja Norte,Rio de Janeiro,2,7589.13
Webcam,Periféricos,2024-05-18,Loja Nova Iguaçu,Nova Iguaçu,1,1040.33
Mesa Escritório,Móveis,2024-08-04,Loja Barra,Rio de Janeiro,5,3371.04
Headset,Acessórios,2025-01-23,Loja São Gonçalo,São Gonçalo,4,14923.07
Impressora,Periféricos,2025-03-14,Loja Teresópolis,Teresópolis,2,823.28
Smartwatch,Eletrônicos,2024-03-09,Loja Centro,Rio de Janeiro,1,2570.6
Headset,Acessórios,2024-01-04,Loja Barra,Rio de Janeiro,1,4070.59
HD Externo,Armazenamento,2024-06-10,Loja Duque,Duque de Caxias,5,21558.03
Mouse,Acessórios,2023-03-13,Loja Barra,Rio de Janeiro,5,10498.2
Headset,Acessórios,2025-05-12,Loja Teresópolis,Teresópolis,4,2396.93
Mesa Escritório,Móveis,2025-06-15,Loja Sul,Rio de Janeiro,4,3925.31
Pendrive,Armazenamento,2025-12-17,Loja Niterói,Niterói,1,480.82
Impressora,Periféricos,2025-07-14,Loja Sul,Rio de Janeiro,3,2047.73
Roteador,Redes,2023-02-21,Loja Norte,Rio de Janeiro,3,1768.23
HD Externo,Armazenamento,2024-11-09,Loja Teresópolis,Teresópolis,5,16078.96
Pendrive,Armazenamento,2024-10-15,Loja Barra,Rio de Janeiro,5,19664.93
Webcam,Periféricos,2025-03-31,Loja Nova Iguaçu,Nova Iguaçu,5,8191.81
Pendrive,Armazenamento,2024-12-04,Loja Centro,Rio de Janeiro,4,5462.83
Mesa Escritório,Móveis,2023-01-30,Loja Centro,Rio de Janeiro,5,9779.77
Webcam,Periféricos,2023-04-17,Loja Petrópolis,Petrópolis,3,12113.71
Roteador,Redes,2024-10-28,Loja Barra,Rio de Janeiro,1,1789.64
Monitor,Eletrônicos,2025-03-08,Loja Sul,Rio de Janeiro,5,21000.72
Smartwatch,Eletrônicos,2025-09-23,Loja Teresópolis,Teresópolis,1,1843.03
Monitor,Eletrônicos,2024-02-27,Loja Nova Iguaçu,Nova Iguaçu,2,7025.63
Impressora,Periféricos,2024-12-03,Loja Nova Iguaçu,Nova Iguaçu,1,372.7
Pendrive,Armazenamento,2025-08-30,Loja Teresópolis,Teresópolis,2,7629.53
Notebook,Eletrônicos,2024-02-16,Loja Barra,Rio de Janeiro,2,2887.59
Impressora,Periféricos,2025-04-22,Loja Nova Iguaçu,Nova Iguaçu,1,161.34
Roteador,Redes,2025-03-16,Loja Petrópolis,Petrópolis,4,9737.66
Notebook,Eletrônicos,2023-02-01,Loja Centro,Rio de Janeiro,3,13315.81
Mesa Escritório,Móveis,2025-05-20,Loja Duque,Duque de Caxias,2,4089.43
Smartwatch,Eletrônicos,2023-11-26,Loja Norte,Rio de Janeiro,3,8769.21
Pendrive,Armazenamento,2024-08-27,Loja Norte,Rio de Janeiro,4,8700.56
Roteador,Redes,2024-01-08,Loja Centro,Rio de Janeiro,1,1529.08
Smartwatch,Eletrônicos,2025-04-07,Loja Niterói,Niterói,3,13719.87
HD Externo,Armazenamento,2024-09-05,Loja Teresópolis,Teresópolis,3,10482.66
Notebook,Eletrônicos,2023-07-24,Loja Sul,Rio de Janeiro,1,3753.32
Cadeira Gamer,Móveis,2025-11-03,Loja Centro,Rio de Janeiro,3,9310.73
Smartphone,Eletrônicos,2024-08-23,Loja Nova Iguaçu,Nova Iguaçu,5,4314.97
Mesa Escritório,Móveis,2023-12-16,Loja Petrópolis,Petrópolis,4,5788.13
Tablet,Eletrônicos,2023-12-24,Loja Petrópolis,Petrópolis,2,7585.11
Cadeira Gamer,Móveis,2024-12-02,Loja Duque,Duque de Caxias,4,14733.29
Mouse,Acessórios,2023-11-28,Loja Niterói,Niterói,2,8862.68
Impressora,Periféricos,2025-11-18,Loja Duque,Duque de Caxias,3,13918.55
Tablet,Eletrônicos,2023-04-23,Loja Niterói,Niterói,2,3521.25
Pendrive,Armazenamento,2024-05-22,Loja Norte,Rio de Janeiro,4,19935.33
Impressora,Periféricos,2023-10-17,Loja Centro,Rio de Janeiro,4,514.69
Smartwatch,Eletrônicos,2024-09-15,Loja Norte,Rio de Janeiro,3,3211.27
Notebook,Eletrônicos,2024-07-20,Loja Petrópolis,Petrópolis,2,6984.53
Roteador,Redes,2024-08-18,Loja Niterói,Niterói,2,285.96
Mouse,Acessórios,2025-10-09,Loja Niterói,Niterói,3,11215.22
Mesa Escritório,Móveis,2023-09-19,Loja Centro,Rio de Janeiro,3,10695.65
Teclado,Acessórios,2024-12-25,Loja Niterói,Niterói,5,22628.17
Headset,Acessórios,2024-04-10,Loja Barra,Rio de Janeiro,4,12959.04
Webcam,Periféricos,2025-07-22,Loja Sul,Rio de Janeiro,3,14917.3
Webcam,Periféricos,2024-06-16,Loja Centro,Rio de Janeiro,2,699.57
Impressora,Periféricos,2023-07-15,Loja Centro,Rio de Janeiro,4,17188.31
Teclado,Acessórios,2024-03-30,Loja Niterói,Niterói,1,2564.08
Smartphone,Eletrônicos,2023-06-24,Loja São Gonçalo,São Gonçalo,2,5141.53
Roteador,Redes,2025-01-27,Loja Duque,Duque de Caxias,3,8544.54
Headset,Acessórios,2024-10-26,Loja Nova Iguaçu,Nova Iguaçu,3,3966.24
Smartwatch,Eletrônicos,2023-12-29,Loja Centro,Rio de Janeiro,5,20012.74
Mesa Escritório,Móveis,2023-10-31,Loja Norte,Rio de Janeiro,3,14803.93
Mesa Escritório,Móveis,2025-06-02,Loja Niterói,Niterói,5,21484.45
Smartwatch,Eletrônicos,2023-11-14,Loja Duque,Duque de Caxias,5,14150.0
Teclado,Acessórios,2025-03-11,Loja Petrópolis,Petrópolis,4,11662.94
HD Externo,Armazenamento,2025-01-22,Loja Petrópolis,Petrópolis,1,3367.5
Headset,Acessórios,2025-04-06,Loja Duque,Duque de Caxias,3,6826.36
Pendrive,Armazenamento,2025-02-08,Loja Teresópolis,Teresópolis,2,9972.32
Notebook,Eletrônicos,2024-04-15,Loja Centro,Rio de Janeiro,5,24871.62
Pendrive,Armazenamento,2023-10-12,Loja Sul,Rio de Janeiro,4,14105.51
Monitor,Eletrônicos,2023-10-29,Loja Duque,Duque de Caxias,4,3401.11
Webcam,Periféricos,2025-04-13,Loja Duque,Duque de Caxias,5,14350.19
Mouse,Acessórios,2023-04-10,Loja Barra,Rio de Janeiro,5,23072.75
Monitor,Eletrônicos,2023-04-22,Loja Barra,Rio de Janeiro,5,20197.34
Pendrive,Armazenamento,2024-03-30,Loja Teresópolis,Teresópolis,2,7890.91
HD Externo,Armazenamento,2024-02-06,Loja Teresópolis,Teresópolis,2,5378.69
Mesa Escritório,Móveis,2024-06-02,Loja Duque,Duque de Caxias,5,19515.29
Smartphone,Eletrônicos,2025-09-26,Loja Petrópolis,Petrópolis,2,5977.16
Monitor,Eletrônicos,2024-11-18,Loja Petrópolis,Petrópolis,3,13559.57
Headset,Acessórios,2024-04-22,Loja São Gonçalo,São Gonçalo,1,4868.96
Pendrive,Armazenamento,2024-04-07,Loja Teresópolis,Teresópolis,2,1288.03
Webcam,Periféricos,2024-01-11,Loja São Gonçalo,São Gonçalo,1,4557.53
Cadeira Gamer,Móveis,2025-06-12,Loja Norte,Rio de Janeiro,5,14719.06
Webcam,Periféricos,2024-09-01,Loja Nova Iguaçu,Nova Iguaçu,5,15834.4
Teclado,Acessórios,2024-07-23,Loja Sul,Rio de Janeiro,4,16547.05
Smartwatch,Eletrônicos,2024-02-03,Loja Centro,Rio de Janeiro,1,735.29
Teclado,Acessórios,2023-06-18,Loja Teresópolis,Teresópolis,4,320.45
Teclado,Acessórios,2024-05-21,Loja Duque,Duque de Caxias,1,599.93
Notebook,Eletrônicos,2024-12-04,Loja Barra,Rio de Janeiro,1,2521.1
Notebook,Eletrônicos,2023-05-11,Loja Niterói,Niterói,4,17935.24
Smartwatch,Eletrônicos,2024-06-19,Loja Duque,Duque de Caxias,3,14626.86
Roteador,Redes,2024-08-10,Loja Teresópolis,Teresópolis,4,9661.97
Mouse,Acessórios,2023-07-23,Loja Nova Iguaçu,Nova Iguaçu,5,15181.87
Smartwatch,Eletrônicos,2023-10-31,Loja Niterói,Niterói,2,1390.25
Tablet,Eletrônicos,2025-12-07,Loja Niterói,Niterói,4,5009.15
HD Externo,Armazenamento,2023-03-28,Loja São Gonçalo,São Gonçalo,5,2686.33
Teclado,Acessórios,2024-05-25,Loja Teresópolis,Teresópolis,1,1651.47
Pendrive,Armazenamento,2023-11-07,Loja Nova Iguaçu,Nova Iguaçu,2,6929.43
Notebook,Eletrônicos,2024-06-02,Loja Nova Iguaçu,Nova Iguaçu,5,9854.22
Mouse,Acessórios,2023-03-31,Loja Barra,Rio de Janeiro,2,7073.42
Mesa Escritório,Móveis,2025-09-08,Loja Teresópolis,Teresópolis,4,2752.96
Notebook,Eletrônicos,2023-02-21,Loja Niterói,Niterói,4,16559.9
Webcam,Periféricos,2024-04-14,Loja Nova Iguaçu,Nova Iguaçu,2,6870.45
Tablet,Eletrônicos,2024-05-29,Loja Sul,Rio de Janeiro,4,6719.02
Mesa Escritório,Móveis,2025-12-25,Loja Barra,Rio de Janeiro,4,19362.68
Mouse,Acessórios,2025-11-22,Loja Duque,Duque de Caxias,4,17982.73
Mouse,Acessórios,2024-03-03,Loja Nova Iguaçu,Nova Iguaçu,4,2180.63
Notebook,Eletrônicos,2024-07-14,Loja Niterói,Niterói,1,3412.03
Pendrive,Armazenamento,2023-06-28,Loja Petrópolis,Petrópolis,3,6551.57
Smartphone,Eletrônicos,2025-08-26,Loja São Gonçalo,São Gonçalo,5,17458.15
Mouse,Acessórios,2023-03-13,Loja Petrópolis,Petrópolis,4,11542.6
Monitor,Eletrônicos,2024-07-26,Loja Niterói,Niterói,4,19362.44
Headset,Acessórios,2025-08-26,Loja Niterói,Niterói,4,18946.47
Mouse,Acessórios,2024-06-08,Loja Norte,Rio de Janeiro,2,9392.03
Cadeira Gamer,Móveis,2025-05-01,Loja São Gonçalo,São Gonçalo,3,3748.6
Pendrive,Armazenamento,2023-06-17,Loja Teresópolis,Teresópolis,1,680.38
Mesa Escritório,Móveis,2024-08-29,Loja Norte,Rio de Janeiro,3,1862.08
Notebook,Eletrônicos,2023-02-17,Loja São Gonçalo,São Gonçalo,1,1354.04
Cadeira Gamer,Móveis,2023-06-22,Loja Duque,Duque de Caxias,2,9164.36
Monitor,Eletrônicos,2025-04-29,Loja Nova Iguaçu,Nova Iguaçu,5,24362.5
Tablet,Eletrônicos,2025-02-09,Loja São Gonçalo,São Gonçalo,4,719.89
Pendrive,Armazenamento,2024-09-17,Loja São Gonçalo,São Gonçalo,1,1726.46
Notebook,Eletrônicos,2023-06-04,Loja Niterói,Niterói,3,3688.2
Headset,Acessórios,2023-07-13,Loja Duque,Duque de Caxias,2,6461.54
Impressora,Periféricos,2025-07-30,Loja Sul,Rio de Janeiro,3,6030.96
Headset,Acessórios,2024-01-08,Loja Petrópolis,Petrópolis,2,5279.51
HD Externo,Armazenamento,2025-08-05,Loja Teresópolis,Teresópolis,1,2573.23
HD Externo,Armazenamento,2025-09-22,Loja Centro,Rio de Janeiro,2,271.53
Monitor,Eletrônicos,2024-03-28,Loja Teresópolis,Teresópolis,3,8743.7
Cadeira Gamer,Móveis,2023-02-20,Loja Sul,Rio de Janeiro,1,2170.3
Smartwatch,Eletrônicos,2023-07-29,Loja Sul,Rio de Janeiro,1,4863.8
Roteador,Redes,2024-09-18,Loja São Gonçalo,São Gonçalo,3,7229.17
Impressora,Periféricos,2025-01-23,Loja Barra,Rio de Janeiro,1,3372.01
Monitor,Eletrônicos,2025-06-21,Loja Teresópolis,Teresópolis,1,306.02
Smartphone,Eletrônicos,2023-09-15,Loja Nova Iguaçu,Nova Iguaçu,3,4440.38
Headset,Acessórios,2023-05-29,Loja Centro,Rio de Janeiro,5,15400.71
HD Externo,Armazenamento,2025-02-12,Loja Petrópolis,Petrópolis,3,2185.34
Impressora,Periféricos,2023-07-16,Loja Sul,Rio de Janeiro,1,1732.48
Notebook,Eletrônicos,2023-08-11,Loja Barra,Rio de Janeiro,5,3187.14
Smartphone,Eletrônicos,2024-10-15,Loja Centro,Rio de Janeiro,2,3087.61
Smartwatch,Eletrônicos,2024-07-27,Loja Norte,Rio de Janeiro,1,2216.2
Mesa Escritório,Móveis,2025-09-18,Loja Centro,Rio de Janeiro,4,15510.87
Teclado,Acessórios,2023-09-20,Loja Duque,Duque de Caxias,1,1220.54
Mesa Escritório,Móveis,2023-08-07,Loja Nova Iguaçu,Nova Iguaçu,2,7910.61
Tablet,Eletrônicos,2025-06-04,Loja Barra,Rio de Janeiro,3,6889.72
HD Externo,Armazenamento,2025-07-03,Loja Centro,Rio de Janeiro,2,9239.12
HD Externo,Armazenamento,2023-02-25,Loja Niterói,Niterói,2,6353.28
Cadeira Gamer,Móveis,2023-09-21,Loja Teresópolis,Teresópolis,1,614.55
Tablet,Eletrônicos,2023-10-28,Loja Teresópolis,Teresópolis,1,3096.77
Cadeira Gamer,Móveis,2025-05-23,Loja Niterói,Niterói,2,4576.61
Mesa Escritório,Móveis,2023-03-10,Loja Niterói,Niterói,1,189.91
Notebook,Eletrônicos,2024-08-04,Loja Nova Iguaçu,Nova Iguaçu,1,2145.52
Impressora,Periféricos,2023-04-21,Loja Duque,Duque de Caxias,3,3346.21
Smartwatch,Eletrônicos,2025-08-24,Loja Norte,Rio de Janeiro,2,8401.5
Mesa Escritório,Móveis,2025-03-11,Loja São Gonçalo,São Gonçalo,3,3810.84
HD Externo,Armazenamento,2023-09-29,Loja Barra,Rio de Janeiro,5,11303.33
Monitor,Eletrônicos,2023-02-07,Loja São Gonçalo,São Gonçalo,1,3338.66
Roteador,Redes,2024-07-20,Loja Sul,Rio de Janeiro,1,573.61
Teclado,Acessórios,2024-09-18,Loja Niterói,Niterói,5,10482.06
Notebook,Eletrônicos,2025-02-25,Loja Sul,Rio de Janeiro,1,3529.11
Notebook,Eletrônicos,2024-11-22,Loja Duque,Duque de Caxias,1,2197.23
Impressora,Periféricos,2024-10-07,Loja Petrópolis,Petrópolis,1,313.98
Roteador,Redes,2025-08-17,Loja Barra,Rio de Janeiro,5,4250.0
Roteador,Redes,2024-11-10,Loja Teresópolis,Teresópolis,1,919.34
Mouse,Acessórios,2025-05-04,Loja Niterói,Niterói,5,23362.0
Pendrive,Armazenamento,2024-09-19,Loja Sul,Rio de Janeiro,1,3103.58
HD Externo,Armazenamento,2024-05-29,Loja Teresópolis,Teresópolis,3,14750.76
Cadeira Gamer,Móveis,2024-07-15,Loja Teresópolis,Teresópolis,2,6856.54
Notebook,Eletrônicos,2025-11-27,Loja Petrópolis,Petrópolis,1,2360.24
Notebook,Eletrônicos,2023-03-08,Loja Nova Iguaçu,Nova Iguaçu,1,2453.2
Webcam,Periféricos,2024-12-21,Loja Centro,Rio de Janeiro,1,1392.78
Smartwatch,Eletrônicos,2023-04-25,Loja Petrópolis,Petrópolis,4,6587.05
Cadeira Gamer,Móveis,2025-04-25,Loja Barra,Rio de Janeiro,5,8509.44
Webcam,Periféricos,2023-03-15,Loja Barra,Rio de Janeiro,4,2082.29
Cadeira Gamer,Móveis,2024-05-30,Loja Petrópolis,Petrópolis,5,3057.33
Monitor,Eletrônicos,2024-05-25,Loja Centro,Rio de Janeiro,1,95.09
Pendrive,Armazenamento,2023-03-06,Loja Petrópolis,Petrópolis,1,3891.89
Roteador,Redes,2023-10-05,Loja Centro,Rio de Janeiro,4,10763.47
Smartwatch,Eletrônicos,2024-01-31,Loja Petrópolis,Petrópolis,1,2084.66
Mesa Escritório,Móveis,2024-01-10,Loja Sul,Rio de Janeiro,4,15581.26
Smartwatch,Eletrônicos,2023-11-17,Loja Centro,Rio de Janeiro,2,3696.14
